bioguide_id,office,fiscal_year_or_legislative_year,program,category,sort_sequence,start_date,end_date,purpose,amount,quarter,year,office_year,first_name,last_name,gender,party,state
B001304,2019 HON. ANTHONY G. BROWN,LY2019,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,11,4,2022,2019,ANTHONY,BROWN,M,D,MD
B001304,2019 HON. ANTHONY G. BROWN,LY2019,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,PRINTING AND REPRODUCTION TOTALS:,-33.64,4,2022,2019,ANTHONY,BROWN,M,D,MD
B001304,2019 HON. ANTHONY G. BROWN,LY2019,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,-22.64,4,2022,2019,ANTHONY,BROWN,M,D,MD
B001304,2022 HON. ANTHONY G. BROWN,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,6965,4,2022,2022,ANTHONY,BROWN,M,D,MD
B001304,2022 HON. ANTHONY G. BROWN,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,INTERN ALLOWANCES TOTALS:,6965,4,2022,2022,ANTHONY,BROWN,M,D,MD
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,292266.65,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,SUBTOTAL,NA,NA,TRAVEL TOTALS:,6907.22,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,24927.89,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,41365.66,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,PRINTING AND REPRODUCTION TOTALS:,124.34,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,SUPPLIES AND MATERIALS TOTALS:,15974.39,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,EQUIPMENT TOTALS:,593.25,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,382159.4,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,4560,4,2022,2022,BEN,CLINE,M,R,VA
C001118,2022 HON. BEN CLINE,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,INTERN ALLOWANCES TOTALS:,4560,4,2022,2022,BEN,CLINE,M,R,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,346206.99,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,SUBTOTAL,NA,NA,TRAVEL TOTALS:,1977.15,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,37531.13,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,38624.66,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,PRINTING AND REPRODUCTION TOTALS:,56832.28,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,SUPPLIES AND MATERIALS TOTALS:,20836.98,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,EQUIPMENT TOTALS:,52515.72,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,554524.91,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2021 HON. GERALD E. CONNOLLY,LY2021,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,17313.09,4,2022,2021,GERALD,CONNOLLY,M,D,VA
C001078,2021 HON. GERALD E. CONNOLLY,LY2021,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,17313.09,4,2022,2021,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,3729.76,4,2022,2022,GERALD,CONNOLLY,M,D,VA
C001078,2022 HON. GERALD E. CONNOLLY,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,INTERN ALLOWANCES TOTALS:,3729.76,4,2022,2022,GERALD,CONNOLLY,M,D,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,296922.39,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,SUBTOTAL,NA,NA,TRAVEL TOTALS:,12513.39,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,16373.71,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,104222.97,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,PRINTING AND REPRODUCTION TOTALS:,90924.18,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,SUBTOTAL,NA,NA,OTHER SERVICES TOTALS:,203.25,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,SUPPLIES AND MATERIALS TOTALS:,1126.45,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,EQUIPMENT TOTALS:,1176,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,523462.34,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2021 HON. BOB GOOD,LY2021,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,7881.12,4,2022,2021,ROBERT,GOOD,M,R,VA
G000595,2021 HON. BOB GOOD,LY2021,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,SUPPLIES AND MATERIALS TOTALS:,11.06,4,2022,2021,ROBERT,GOOD,M,R,VA
G000595,2021 HON. BOB GOOD,LY2021,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,7892.18,4,2022,2021,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,7258.34,4,2022,2022,ROBERT,GOOD,M,R,VA
G000595,2022 HON. BOB GOOD,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,INTERN ALLOWANCES TOTALS:,7258.34,4,2022,2022,ROBERT,GOOD,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,274738.94,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,SUBTOTAL,NA,NA,TRAVEL TOTALS:,11360.66,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,8489.13,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,997.5,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,PRINTING AND REPRODUCTION TOTALS:,152,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,SUBTOTAL,NA,NA,OTHER SERVICES TOTALS:,925,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,SUPPLIES AND MATERIALS TOTALS:,5421.94,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,EQUIPMENT TOTALS:,1875,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2022 HON. H. MORGAN GRIFFITH,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,303960.17,4,2022,2022,MORGAN,GRIFFITH,M,R,VA
G000568,2021 HON. H. MORGAN GRIFFITH,LY2021,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,11101.5,4,2022,2021,MORGAN,GRIFFITH,M,R,VA
G000568,2021 HON. H. MORGAN GRIFFITH,LY2021,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,237.96,4,2022,2021,MORGAN,GRIFFITH,M,R,VA
G000568,2021 HON. H. MORGAN GRIFFITH,LY2021,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,11339.46,4,2022,2021,MORGAN,GRIFFITH,M,R,VA
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,359233.37,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,SUBTOTAL,NA,NA,TRAVEL TOTALS:,3491.78,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,16801.93,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,17884.19,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,SUBTOTAL,NA,NA,OTHER SERVICES TOTALS:,685,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,SUPPLIES AND MATERIALS TOTALS:,3427.08,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,EQUIPMENT TOTALS:,11813.44,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,413336.79,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2021 HON. ANDY HARRIS,LY2021,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,12420,4,2022,2021,ANDY,HARRIS,M,R,MD
H001052,2021 HON. ANDY HARRIS,LY2021,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,12420,4,2022,2021,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,4388,4,2022,2022,ANDY,HARRIS,M,R,MD
H001052,2022 HON. ANDY HARRIS,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,INTERN ALLOWANCES TOTALS:,4388,4,2022,2022,ANDY,HARRIS,M,R,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,457545.66,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,37653.88,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,235.49,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,PRINTING AND REPRODUCTION TOTALS:,808.49,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,SUBTOTAL,NA,NA,OTHER SERVICES TOTALS:,11543.49,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,SUBTOTAL,NA,NA,SUPPLIES AND MATERIALS TOTALS:,3009.22,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,EQUIPMENT TOTALS:,41804.73,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,SUBTOTAL,NA,NA,OFFICIAL EXPENSES OF MEMBERS TOTALS:,552600.96,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,13622.39,4,2022,2022,STENY,HOYER,M,D,MD
H000874,2022 HON. STENY H. HOYER,LY2022,INTERN ALLOWANCES,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,INTERN ALLOWANCES TOTALS:,13622.39,4,2022,2022,STENY,HOYER,M,D,MD
L000591,2022 HON. ELAINE G. LURIA,LY2022,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,SUBTOTAL,NA,NA,PERSONNEL COMPENSATION TOTALS:,573977.79,4,2022,2022,ELAINE,LURIA,F,D,VA
L000591,2022 HON. ELAINE G. LURIA,LY2022,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,SUBTOTAL,NA,NA,TRAVEL TOTALS:,1634.36,4,2022,2022,ELAINE,LURIA,F,D,VA
L000591,2022 HON. ELAINE G. LURIA,LY2022,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,SUBTOTAL,NA,NA,TRANSPORTATION OF THINGS TOTALS:,1000,4,2022,2022,ELAINE,LURIA,F,D,VA
L000591,2022 HON. ELAINE G. LURIA,LY2022,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,SUBTOTAL,NA,NA,RENT  COMMUNICATION  UTILITIES TOTALS:,18209.31,4,2022,2022,ELAINE,LURIA,F,D,VA
L000591,2022 HON. ELAINE G. LURIA,LY2022,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,SUBTOTAL,NA,NA,FRANKED MAIL TOTALS:,25381.98,4,2022,2022,ELAINE,LURIA,F,D,VA
L000591,2022 HON. ELAINE G. LURIA,LY2022,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,SUBTOTAL,NA,NA,PRINTING AND REPRODUCTION TOTALS:,28575.08,4,2022,2022,ELAINE,LURIA,F,D,VA
